P10734	kni NR0A1 CG4717	Zygotic gap protein knirps (Nuclear receptor subfamily 0 group A member 1)
Q9H720	CWH43 PGAP2IP	PGAP2-interacting protein (Cell wall biogenesis protein 43 C-terminal homolog)
E7EQL2	CWH43	PGAP2-interacting protein
Q7L2M7	PFKL	PFKL protein (Fragment)
Q94AT3	At1g49350	PfkB-type carbohydrate kinase-like protein (Putative uncharacterized protein At1g49350)
C0H5X6	PEX7 hCG_1640802	PEX7 protein (Peroxisomal biogenesis factor 7, isoform CRA_b) (Peroxisomal targeting signal 2 receptor)
Q9ASU7	PPAN At5g61770 MAC9.8 MAC9_70	Peter Pan-like protein
F4K3M1	PPAN At5g61770	Peter Pan-like protein
B3KXD6	PES1 hCG_2010949	Pescadillo homolog (Pescadillo homolog 1, containing BRCT domain (Zebrafish), isoform CRA_b) (cDNA FLJ45250 fis, clone BRHIP2008756, highly similar to Pescadillo homolog 1)
P53261	NOP7 RRP13 YPH1 YGR103W	Pescadillo homolog (Nucleolar protein 7) (Ribosomal RNA-processing protein 13)
O60164	ppp1 nop7 SPBC19F5.05c SPBC25D12.01c	Pescadillo homolog (Nucleolar protein 7 homolog)
Q9VL96	CG4364	Pescadillo homolog
O00541	PES1	Pescadillo homolog
B2RDF2	PES1 hCG_2010949	Pescadillo homolog
Q9LYK7	T15N1_10 At5g14520	Pescadillo homolog
Q9XF57	PEX7 At1g29260 F28N24.6	Peroxisome biogenesis protein 7 (Peroxin-7) (AtPEX7) (Peroxisomal targeting signal type 2 receptor) (Pex7p)
Q8RY16	PEX6 At1g03000 F10O3.18 F22D16.27	Peroxisome biogenesis protein 6 (Peroxin-6) (AtPEX6)
Q9FNP1	PEX1 At5g08470 F8L15.15	Peroxisome biogenesis protein 1 (Peroxin-1) (AtPEX1)
O60683	PEX10 RNF69	Peroxisome biogenesis factor 10 (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10) (RING finger protein 69)
Q05568	PEX10 PAS4 YDR265W D9954.8	Peroxisome biogenesis factor 10 (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10)
Q9UUF0	pas4 pi036 SPBC17A3.10	Peroxisome biogenesis factor 10 (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10)
Q9SYU4	PEX10 At2g26350 T9J22.2	Peroxisome biogenesis factor 10 (PER10) (Peroxin-10) (Peroxisomal biogenesis factor 10) (AtPEX10) (AthPEX10) (Peroxisome assembly protein 10) (Pex10p)
O43933	PEX1	Peroxisome biogenesis factor 1 (Peroxin-1) (Peroxisome biogenesis disorder protein 1)
Q13608	PEX6 PXAAA1	Peroxisome assembly factor 2 (PAF-2) (Peroxin-6) (Peroxisomal biogenesis factor 6) (Peroxisomal-type ATPase 1)
P38137	PCS60 FAT2 YBR222C YBR1512	Peroxisomal-coenzyme A synthetase (EC 6.-.-.-)
P39108	PEX7 PAS7 PEB1 YDR142C YD2943.01C YD9302.18C	Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7) (Peroxisome import protein PAS7)
P78798	pex7 SPAC17D4.01 SPAC1834.12 SPAP17D4.01	Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7)
O00628	PEX7 PTS2R	Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7)
Q5TDQ5	PEX7	Peroxisomal targeting signal 2 receptor
Q53YK5	At2g24580	Peroxisomal sarcosine/pipecolate oxidase (EC 1.5.3.1) (EC 1.5.3.7) (Putative sarcosine oxidase)
Q9P0Z9	PIPOX LPIPOX PSO	Peroxisomal sarcosine oxidase (PSO) (EC 1.5.3.1) (EC 1.5.3.7) (L-pipecolate oxidase) (L-pipecolic acid oxidase)
K7EK30	PIPOX	Peroxisomal sarcosine oxidase (Fragment)
K7EJU8	PIPOX	Peroxisomal sarcosine oxidase (Fragment)
P51659	HSD17B4 EDH17B4	"Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MPF-2) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]"
Q9VXJ0	Mfe2 CG3415	"Peroxisomal multifunctional enzyme type 2 (DmMFE-2) [Includes: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.119)]"
Q03370	PEX29 YDR479C	Peroxisomal membrane protein PEX29 (Peroxin-29)
Q92968	PEX13	Peroxisomal membrane protein PEX13 (Peroxin-13)
O14136	pex13 SPAC3C7.10	Peroxisomal membrane protein pex13 (Peroxin-13)
P80667	PEX13 PAS20 YLR191W L9470.1	Peroxisomal membrane protein PAS20 (Peroxin-13)
F4J7Q0	At3g24570	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
Q9SLK0	ICDH At1g54340 F20D21.16	Peroxisomal isocitrate dehydrogenase [NADP] (EC 1.1.1.42)
Q9ZPI5	MFP2 At3g06860 F17A9.1	"Peroxisomal fatty acid beta-oxidation multifunctional protein MFP2 (AtMPF2) [Includes: Enoyl-CoA hydratase/3-2-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]"
Q9ZPI6	AIM1 At4g29010 F19B15.40	"Peroxisomal fatty acid beta-oxidation multifunctional protein AIM1 (Protein ABNORMAL INFLORESCENCE MERISTEM 1) (AtAIM1) [Includes: Enoyl-CoA hydratase/3-2-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]"
P0C024	NUDT7	Peroxisomal coenzyme A diphosphatase NUDT7 (EC 3.6.1.-) (Nucleoside diphosphate-linked moiety X motif 7) (Nudix motif 7)
Q12524	PCD1 YLR151C L9634.8	Peroxisomal coenzyme A diphosphatase 1, peroxisomal (EC 3.6.1.55)
Q08426	EHHADH ECHD	"Peroxisomal bifunctional enzyme (PBE) (PBFE) [Includes: Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase (EC 4.2.1.17) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]"
O13764	pex6 SPAC17A5.01	Peroxisomal ATPase pex6 (Peroxin-6) (Peroxisome biosynthesis protein pex6)
P24004	PEX1 PAS1 YKL197C	Peroxisomal ATPase PEX1 (Peroxin-1) (Peroxisomal assembly protein 1) (Peroxisome biogenesis protein PAS1)
O15254	ACOX3 BRCOX PRCOX	Peroxisomal acyl-coenzyme A oxidase 3 (EC 1.3.3.6) (Branched-chain acyl-CoA oxidase) (BRCACox) (Pristanoyl-CoA oxidase)
Q99424	ACOX2	Peroxisomal acyl-coenzyme A oxidase 2 (EC 1.17.99.3) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA 24-hydroxylase) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA oxidase) (Trihydroxycoprostanoyl-CoA oxidase) (THCA-CoA oxidase) (THCCox)
Q15067	ACOX1 ACOX	Peroxisomal acyl-coenzyme A oxidase 1 (AOX) (EC 1.3.3.6) (Palmitoyl-CoA oxidase) (Straight-chain acyl-CoA oxidase) (SCOX)
O65202	ACX1 At4g16760 dl4405c FCAALL.119	Peroxisomal acyl-coenzyme A oxidase 1 (AOX 1) (EC 1.3.3.6) (Long-chain acyl-CoA oxidase) (AtCX1)
P30041	PRDX6 AOP2 KIAA0106	Peroxiredoxin-6 (EC 1.11.1.15) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.-) (Antioxidant protein 2) (Liver 2D page spot 40) (Non-selenium glutathione peroxidase) (NSGPx) (EC 1.11.1.9) (Red blood cells page spot 12)
Q13162	PRDX4	Peroxiredoxin-4 (EC 1.11.1.15) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372)
P32119	PRDX2 NKEFB TDPX1	Peroxiredoxin-2 (EC 1.11.1.15) (Natural killer cell-enhancing factor B) (NKEF-B) (PRP) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1)
Q06830	PRDX1 PAGA PAGB TDPX2	Peroxiredoxin-1 (EC 1.11.1.15) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2)
P34760	TSA1 TPX1 TSA ZRG14 YML028W	Peroxiredoxin TSA1 (EC 1.11.1.15) (Cytoplasmic thiol peroxidase 1) (cTPx 1) (PRP) (Thiol-specific antioxidant protein 1) (Thioredoxin peroxidase)
O74887	tpx1 tsa1 SPCC576.03c	Peroxiredoxin tpx1 (EC 1.11.1.15) (Peroxiredoxin tsa1) (Thioredoxin peroxidase)
Q9VQI7	Prx6005 CG3083 Dmel_CG3083	Peroxiredoxin 6005 (EC 1.11.1.-) (EC 1.11.1.7) (EC 1.11.1.9)
Q9VEJ0	Prx3 Prx5037 CG5826 Dmel_CG5826	Peroxiredoxin 5037 (EC 1.11.1.-) (EC 1.11.1.7) (SD08737p) (Thioredoxin peroxidase 3)
Q7JX87	Prx2540-2 Prx2540 CG11765 Dmel_CG11765	Peroxiredoxin 2540 (EC 1.11.1.-) (EC 1.11.1.7) (EC 1.11.1.9) (RE05093p) (RH69586p)
Q9V3P0	Jafrac1 TPX-1 CG1633	Peroxiredoxin 1 (EC 1.11.1.15) (Cytosolic thioredoxin peroxidase) (DPx-4783) (DmTPx-1) (Thioredoxin peroxidase)
Q9VSN7	Pex7 CG6486 Dmel_CG6486	Peroxin 7, isoform A (Peroxin 7, isoform B)
Q9VZZ4	Pxn CG12002	Peroxidasin (EC 1.11.1.7)
O14936	CASK LIN2	Peripheral plasma membrane protein CASK (hCASK) (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase) (Protein lin-2 homolog)
Q24210	CASK Caki cmg CG6703	Peripheral plasma membrane protein CASK (dCASK) (EC 2.7.11.17) (Calcium/calmodulin-dependent protein kinase) (CAKI) (Camguk)
Q15269	PWP2 PWP2H	Periodic tryptophan protein 2 homolog
Q9C1X1	SPBC713.04c	Periodic tryptophan protein 2 homolog
P25635	PWP2 UTP1 YCR057C YCR55C/YCR57C/YCR58C	Periodic tryptophan protein 2 (U three protein 1) (U3 small nucleolar RNA-associated protein 1) (U3 snoRNA-associated protein 1)
Q8VYZ5	PWP2 At1g15440	Periodic tryptophan protein 2 (Putative uncharacterized protein At1g15440)
F4HZM8	PWP2 At1g15440	Periodic tryptophan protein 2
Q13610	PWP1	Periodic tryptophan protein 1 homolog (Keratinocyte protein IEF SSP 9502)
P21304	PWP1 YLR196W L8167.10	Periodic tryptophan protein 1
O42941	cyp7 cwf27 SPBC16H5.05c	Peptidylprolyl isomerase cyp7 (PPIase cyp7) (EC 5.2.1.8) (Complexed with cdc5 protein 27) (Cyclophilin 7) (Rotamase cyp7)
Q14197	ICT1 DS1	Peptidyl-tRNA hydrolase ICT1, mitochondrial (EC 3.1.1.29) (39S ribosomal protein L58, mitochondrial) (MRP-L58) (Digestion substraction 1) (DS-1) (Immature colon carcinoma transcript 1 protein)
Q8IXY8	PPIL6	Peptidyl-prolyl cis-trans isomerase-like 6 (PPIase) (EC 5.2.1.8) (Cyclophilin-like protein PPIL6) (Rotamase PPIL6)
Q8WUA2	PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4 (PPIase) (EC 5.2.1.8) (Cyclophilin-like protein PPIL4) (Rotamase PPIL4)
Q9H2H8	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3 (PPIase) (EC 5.2.1.8) (Cyclophilin J) (CyPJ) (Cyclophilin-like protein PPIL3) (Rotamase PPIL3)
Q9FJX0	PUB49 CYP65 At5g67530 K9I9.9	Peptidyl-prolyl cis-trans isomerase-like 2 (PPIase) (EC 5.2.1.8) (Cyclophilin-65) (Plant U-box protein 49) (Rotamase) (U-box domain-containing protein 49)
Q13356	PPIL2	Peptidyl-prolyl cis-trans isomerase-like 2 (PPIase) (EC 5.2.1.8) (Cyclophilin-60) (Cyclophilin-like protein Cyp-60) (Rotamase PPIL2)
Q9Y3C6	PPIL1 CYPL1 CGI-124 UNQ2425/PRO4984	Peptidyl-prolyl cis-trans isomerase-like 1 (PPIase) (EC 5.2.1.8) (Rotamase PPIL1)
P87051	ppi1 cyp2 SPAC57A10.03	Peptidyl-prolyl cis-trans isomerase ppi1 (PPIase ppi1) (EC 5.2.1.8) (Cyclophilin ppi1) (Rotamase ppi1)
Q9SL42	PIN1 At2g18040 T27K22.9	Peptidyl-prolyl cis-trans isomerase Pin1 (PPIase Pin1) (EC 5.2.1.8) (PIN1At) (Rotamase Pin1)
O74448	pin1 SPCC16C4.03	Peptidyl-prolyl cis-trans isomerase pin1 (PPIase pin1) (EC 5.2.1.8)
Q9FE18	T1K7.8 At1g26550	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 (Putative uncharacterized protein At1g26550) (T1K7.8 protein)
Q9Y237	PIN4	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 (EC 5.2.1.8) (Parvulin-14) (Par14) (hPar14) (Parvulin-17) (Par17) (hPar17) (Peptidyl-prolyl cis-trans isomerase Pin4) (PPIase Pin4) (Peptidyl-prolyl cis/trans isomerase EPVH) (hEPVH) (Rotamase Pin4)
Q13526	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1)
O43447	PPIH CYP20 CYPH	Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP)
Q13427	PPIG	Peptidyl-prolyl cis-trans isomerase G (PPIase G) (Peptidyl-prolyl isomerase G) (EC 5.2.1.8) (CASP10) (Clk-associating RS-cyclophilin) (CARS-Cyp) (CARS-cyclophilin) (SR-cyclophilin) (SR-cyp) (SRcyp) (Cyclophilin G) (Rotamase G)
P32472	FPR2 FKB2 YDR519W D9719.24	Peptidyl-prolyl cis-trans isomerase FPR2 (PPIase FPR2) (EC 5.2.1.8) (FK506-binding protein 2) (FKBP proline rotamase 2) (FKBP-13) (FKBP-15)
O95302	FKBP9 FKBP60 FKBP63	Peptidyl-prolyl cis-trans isomerase FKBP9 (PPIase FKBP9) (EC 5.2.1.8) (63 kDa FK506-binding protein) (63 kDa FKBP) (FKBP-63) (FK506-binding protein 9) (FKBP-9) (Rotamase)
Q9Y680	FKBP7 FKBP23 UNQ670/PRO1304	Peptidyl-prolyl cis-trans isomerase FKBP7 (PPIase FKBP7) (EC 5.2.1.8) (23 kDa FK506-binding protein) (23 kDa FKBP) (FKBP-23) (FK506-binding protein 7) (FKBP-7) (Rotamase)
Q9FJL3	FKBP65 ROF2 At5g48570 K15N18.12	Peptidyl-prolyl cis-trans isomerase FKBP65 (PPIase FKBP65) (EC 5.2.1.8) (70 kDa peptidyl-prolyl isomerase) (FK506-binding protein 65) (AtFKBP65) (Immunophilin FKBP65) (Peptidyl-prolyl isomerase ROF2) (Protein ROTAMASE FKBP 2) (Rotamase)
Q38931	FKBP62 ROF1 At3g25230 MJL12.19	Peptidyl-prolyl cis-trans isomerase FKBP62 (PPIase FKBP62) (EC 5.2.1.8) (70 kDa peptidyl-prolyl isomerase) (FK506-binding protein 62) (AtFKBP62) (Immunophilin FKBP62) (Peptidylprolyl isomerase ROF1) (Protein ROTAMASE FKBP 1) (Rotamase)
Q93ZG9	FKBP53 At4g25340 T30C3_20	Peptidyl-prolyl cis-trans isomerase FKBP53 (PPIase FKBP53) (EC 5.2.1.8) (FK506-binding protein 53) (AtFKBP53) (Immunophilin FKBP53) (Rotamase)
F4J9Q6	FKBP43 At3g12340 F28J15.1 MQC3.15 T2E22.33	Peptidyl-prolyl cis-trans isomerase FKBP43 (PPIase FKBP43) (EC 5.2.1.8) (FK506-binding protein 43) (AtFKBP43) (Immunophilin FKBP43) (Rotamase)
Q9LDC0	FKBP42 TWD1 UCU2 At3g21640 MIL23.21	Peptidyl-prolyl cis-trans isomerase FKBP42 (PPIase FKBP42) (EC 5.2.1.8) (42 kDa peptidyl-prolyl isomerase) (FK506-binding protein 42) (AtFKBP42) (Immunophilin FKBP42) (Protein TWISTED DWARF 1) (Protein ULTRACURVATA 2) (Rotamase)
Q02790	FKBP4 FKBP52	Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (51 kDa FK506-binding protein) (FKBP51) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]
Q00688	FKBP3 FKBP25	Peptidyl-prolyl cis-trans isomerase FKBP3 (PPIase FKBP3) (EC 5.2.1.8) (25 kDa FK506-binding protein) (25 kDa FKBP) (FKBP-25) (FK506-binding protein 3) (FKBP-3) (Immunophilin FKBP25) (Rapamycin-selective 25 kDa immunophilin) (Rotamase)
Q0WRJ7	FKBP20-2 At3g60370 T8B10_30	Peptidyl-prolyl cis-trans isomerase FKBP20-2, chloroplastic (PPIase FKBP20-2) (EC 5.2.1.8) (FK506-binding protein 20-2) (AtFKBP20-2) (Immunophilin FKBP20-2) (Rotamase)
Q9M2S7	FKBP20-1 FKBP20 At3g55520 T22E16.180	Peptidyl-prolyl cis-trans isomerase FKBP20-1 (PPIase FKBP20-1) (EC 5.2.1.8) (FK506-binding protein 20-1) (AtFKBP20-1) (Immunophilin FKBP20-1) (Rotamase)
P26885	FKBP2 FKBP13	Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase)
P68106	FKBP1B FKBP12.6 FKBP1L FKBP9 OTK4	Peptidyl-prolyl cis-trans isomerase FKBP1B (PPIase FKBP1B) (EC 5.2.1.8) (12.6 kDa FK506-binding protein) (12.6 kDa FKBP) (FKBP-12.6) (FK506-binding protein 1B) (FKBP-1B) (Immunophilin FKBP12.6) (Rotamase) (h-FKBP-12)
P62942	FKBP1A FKBP1 FKBP12	Peptidyl-prolyl cis-trans isomerase FKBP1A (PPIase FKBP1A) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FKBP-12) (Calstabin-1) (FK506-binding protein 1A) (FKBP-1A) (Immunophilin FKBP12) (Rotamase)
Q9LYR5	FKBP19 FKBP27 At5g13410 T22N19.60	Peptidyl-prolyl cis-trans isomerase FKBP19, chloroplastic (PPIase FKBP19) (EC 5.2.1.8) (FK506-binding protein 19) (AtFKBP19) (Immunophilin FKBP19) (Rotamase)
O81864	FKBP17-1 FKBP24-1 FKBP25I At4g19830 T16H5.190	Peptidyl-prolyl cis-trans isomerase FKBP17-1, chloroplastic (PPIase FKBP17-1) (EC 5.2.1.8) (FK506-binding protein 17-1) (AtFKBP17-1) (Immunophilin FKBP17-1) (Rotamase)
Q9SR70	FKBP16-4 FKBP24-2 At3g10060 T22K18.11	Peptidyl-prolyl cis-trans isomerase FKBP16-4, chloroplastic (PPIase FKBP16-4) (EC 5.2.1.8) (FK506-binding protein 16-4) (AtFKBP16-4) (Immunophilin FKBP16-4) (Rotamase)
O22870	FKBP16-3 FKBP17 At2g43560 T1O24.30	Peptidyl-prolyl cis-trans isomerase FKBP16-3, chloroplastic (PPIase FKBP16-3) (EC 5.2.1.8) (FK506-binding protein 16-3) (AtFKBP16-3) (Immunophilin FKBP16-3) (Rotamase)
Q9SCY3	FKBP16-2 FKBP22-2 FKBP23I PNSL4 At4g39710 T19P19.100	Peptidyl-prolyl cis-trans isomerase FKBP16-2, chloroplastic (PPIase FKBP16-2) (EC 5.2.1.8) (FK506-binding protein 16-2) (AtFKBP16-2) (Immunophilin FKBP16-2) (Photosynthetic NDH subcomplex L 4) (Rotamase)
Q9FLB3	FKBP15-3 At5g05420 K18I23.23	Peptidyl-prolyl cis-trans isomerase FKBP15-3 (PPIase FKBP15-3) (EC 5.2.1.8) (15 kDa FK506-binding protein) (15 kDa FKBP) (FK506-binding protein 15-3) (AtFKBP15-3) (Immunophilin FKBP15-3) (Rotamase)
Q38936	FKBP15-2 At5g48580 K15N18.5	Peptidyl-prolyl cis-trans isomerase FKBP15-2 (PPIase FKBP15-2) (EC 5.2.1.8) (15 kDa FK506-binding protein) (15 kDa FKBP) (FK506-binding protein 15-2) (AtFKBP15-2) (FK506-binding protein 2-2) (Immunophilin FKBP15-2) (Rotamase)
Q38935	FKBP15-1 At3g25220 MJL12.17	Peptidyl-prolyl cis-trans isomerase FKBP15-1 (PPIase FKBP15-1) (EC 5.2.1.8) (15 kDa FK506-binding protein) (15 kDa FKBP) (FK506-binding protein 15-1) (AtFKBP15-1) (FK506-binding protein 2-1) (Immunophilin FKBP15-1) (Rotamase)
Q9NWM8	FKBP14 FKBP22 UNQ322/PRO381	Peptidyl-prolyl cis-trans isomerase FKBP14 (PPIase FKBP14) (EC 5.2.1.8) (22 kDa FK506-binding protein) (22 kDa FKBP) (FKBP-22) (FK506-binding protein 14) (FKBP-14) (Rotamase)
Q9SCY2	FKBP13 FKBP22-1 FKBPK At5g45680 MRA19.7	Peptidyl-prolyl cis-trans isomerase FKBP13, chloroplastic (PPIase FKBP13) (EC 5.2.1.8) (FK506-binding protein 1) (FK506-binding protein 13) (AtFKBP13) (Immunophilin FKBP13) (Rotamase)
Q8LGG0	FKBP12 FKP12 At5g64350 MSJ1.19	Peptidyl-prolyl cis-trans isomerase FKBP12 (PPIase FKBP12) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FK506-binding protein 12) (AtFKBP12) (FKBP-12) (Immunophilin FKBP12) (Rotamase)
Q9NYL4	FKBP11 FKBP19 UNQ336/PRO535	Peptidyl-prolyl cis-trans isomerase FKBP11 (PPIase FKBP11) (EC 5.2.1.8) (19 kDa FK506-binding protein) (19 kDa FKBP) (FKBP-19) (FK506-binding protein 11) (FKBP-11) (Rotamase)
Q96AY3	FKBP10 FKBP65 PSEC0056	Peptidyl-prolyl cis-trans isomerase FKBP10 (PPIase FKBP10) (EC 5.2.1.8) (65 kDa FK506-binding protein) (65 kDa FKBP) (FKBP-65) (FK506-binding protein 10) (FKBP-10) (Immunophilin FKBP65) (Rotamase)
P30405	PPIF CYP3	Peptidyl-prolyl cis-trans isomerase F, mitochondrial (PPIase F) (EC 5.2.1.8) (Cyclophilin D) (CyP-D) (CypD) (Cyclophilin F) (Mitochondrial cyclophilin) (CyP-M) (Rotamase F)
P22696	ESS1 PIN1 PTF1 YJR017C J1452	Peptidyl-prolyl cis-trans isomerase ESS1 (PPIase ESS1) (EC 5.2.1.8) (Parvulin ESS1) (Processing/termination factor 1)
Q9UNP9	PPIE CYP33	Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin E) (Cyclophilin-33) (Rotamase E)
Q9V3G3	cyp33 CG4886	Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin 33) (Cyclophilin E) (Rotamase E)
Q08752	PPID CYP40 CYPD	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Cyclophilin-related protein) (Rotamase D)
E5KN55		Peptidyl-prolyl cis-trans isomerase D
Q09928	cyp8 SPAC21E11.05c	Peptidyl-prolyl cis-trans isomerase cyp8 (PPIase cyp8) (EC 5.2.1.8) (Rotamase cyp8)
P47103	CPR7 YJR032W J1585	Peptidyl-prolyl cis-trans isomerase CYP7 (PPIase CYP7) (EC 5.2.1.8) (Rotamase CYP7)
Q9UUE4	cyp6 SPBC17G9.05	Peptidyl-prolyl cis-trans isomerase cyp6 (PPIase cyp6) (EC 5.2.1.8) (Rotamase cyp6)
Q9C566	CYP40 SQN At2g15790 F19G14.21	Peptidyl-prolyl cis-trans isomerase CYP40 (PPIase CYP40) (EC 5.2.1.8) (Cyclophilin of 40 kDa) (Cyclophilin-40) (Protein SQUINT) (Rotamase CYP40)
Q9SSA5	CYP38 At3g01480 F4P13.3	Peptidyl-prolyl cis-trans isomerase CYP38, chloroplastic (PPIase CYP38) (EC 5.2.1.8) (Rotamase CYP38) (Thylakoid lumen PPIase)
P82869	CYP37 At3g15520 MJK13.18	Peptidyl-prolyl cis-trans isomerase CYP37, chloroplastic (PPIase CYP37) (EC 5.2.1.8) (Rotamase CYP37) (Thylakoid lumen PPIase of 38 kDa) (TLP38) (p38)
O74729	cyp3 SPBC1709.04c	Peptidyl-prolyl cis-trans isomerase cyp3 (PPIase cyp3) (EC 5.2.1.8) (Rotamase cyp3)
Q9SP02	CYP20-1 ROC7 At5g58710 MZN1.15	Peptidyl-prolyl cis-trans isomerase CYP20-1 (PPIase CYP20-1) (EC 5.2.1.8) (Cyclophilin of 20 kDa 1) (Rotamase CYP20-1) (Rotamase cyclophilin-7)
Q8LDP4	CYP19-4 CYP5 At2g29960 F23F1.12	Peptidyl-prolyl cis-trans isomerase CYP19-4 (PPIase CYP19-4) (EC 5.2.1.8) (Cyclophilin of 19 kDa 4) (Cyclophilin-5) (Rotamase CYP19-4)
Q38867	CYP19-3 CYP4 ROC2 At3g56070 F18O21.30	Peptidyl-prolyl cis-trans isomerase CYP19-3 (PPIase CYP19-3) (EC 5.2.1.8) (Cyclophilin of 19 kDa 3) (Cyclophilin-4) (Rotamase cyclophilin-2)
Q9SKQ0	CYP19-2 CYP2 ROC6 At2g21130 F26H11.11	Peptidyl-prolyl cis-trans isomerase CYP19-2 (PPIase CYP19-2) (EC 5.2.1.8) (Cyclophilin of 19 kDa 2) (Cyclophilin-2) (Rotamase cyclophilin-6)
Q38900	CYP19-1 ROC3 At2g16600 T24I21.1	Peptidyl-prolyl cis-trans isomerase CYP19-1 (PPIase CYP19-1) (EC 5.2.1.8) (Cyclophilin of 19 kDa 1) (Rotamase cyclophilin-3)
Q42406	CYP18-4 43H1 CYP1 ROC5 At4g34870 T11I11.110	Peptidyl-prolyl cis-trans isomerase CYP18-4 (PPIase CYP18-4) (EC 5.2.1.8) (Cyclophilin of 18 kDa 4) (Cyclophilin-1) (Rotamase cyclophilin-5)
P34790	CYP18-3 ROC1 At4g38740 T9A14.20	Peptidyl-prolyl cis-trans isomerase CYP18-3 (PPIase CYP18-3) (EC 5.2.1.8) (Cyclophilin of 18 kDa 3) (Cyclosporin A-binding protein) (Rotamase cyclophilin-1)
Q6UX04	CWC27 SDCCAG10 UNQ438/PRO871	Peptidyl-prolyl cis-trans isomerase CWC27 homolog (PPIase CWC27) (EC 5.2.1.8) (Antigen NY-CO-10) (Serologically defined colon cancer antigen 10)
